work,fast,nicely,use,phone,product,expensive,packaging,full,detail,excellent,best,totally,shoe,check,fine,believe,comfortable,purchase,wow,much,ever,hz,expect,jog,happy,life,not,time,cable,honest,fit,amazing,god,love,battery,worth,bit,can,good,awesome,delivery,arrive,laptop,perfectly,great,charge,short,oh,display,buy,quality,amaze
1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,0.6190392084062235,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.466337068793427,2.5649493574615367
